1000 1500
100 982 146
342 482 159
118 872 28
556 573 122
611 457 6
422 846 15
506 286 130
271 503 190
267 620 117
40 956 98
954 135 9
799 374 66
602 840 101
290 524 96
849 998 67
628 744 172
553 777 2
23 760 183
411 564 106
907 307 165
262 694 124
383 236 171
379 593 16
23 529 123
171 387 122
128 476 197
420 901 49
843 387 179
266 807 22
774 756 30
828 418 19
513 358 185
506 705 78
979 888 31
381 695 4
200 731 80
630 249 100
897 198 51
561 601 20
442 287 165
542 278 80
650 749 4
584 110 79
154 827 133
86 429 89
272 141 194
406 837 126
662 730 178
639 244 169
272 157 13
629 222 177
93 750 117
32 260 176
476 343 153
789 201 119
714 214 62
128 572 111
387 503 114
18 152 29
499 249 165
741 990 126
367 10 3
7 257 37
585 920 26
935 859 62
844 998 52
865 733 165
34 130 186
929 988 122
987 508 33
334 484 197
901 421 195
96 153 169
478 938 79
590 269 79
610 603 102
126 65 90
460 285 65
679 331 170
303 425 12
414 725 3
225 678 177
992 674 106
230 81 25
975 710 1
611 854 90
709 43 154
1 547 189
826 496 123
687 698 153
837 194 13
222 634 36
657 967 78
520 94 68
565 704 72
742 332 34
363 373 40
881 644 65
775 182 148
417 485 134
821 614 145
759 701 60
210 631 54
371 774 108
268 379 155
373 112 161
216 818 192
613 268 123
470 678 65
871 314 154
281 96 130
196 186 110
643 641 17
604 332 74
832 819 6
345 987 169
914 442 119
112 240 76
891 874 15
823 341 109
291 704 98
416 858 83
984 259 146
80 16 154
891 577 148
635 227 95
537 135 94
326 666 20
186 899 168
795 796 10
511 811 124
866 743 111
826 878 84
235 970 142
597 171 99
239 193 33
441 334 98
189 502 12
76 676 74
547 10 159
259 836 78
760 113 89
48 360 151
513 964 124
576 194 142
272 581 166
102 587 131
338 84 72
958 779 60
496 278 48
468 238 122
93 497 78
521 410 66
887 76 152
713 435 200
439 246 16
398 365 6
516 884 12
325 960 149
95 114 146
781 658 131
846 708 5
440 810 143
383 711 65
613 187 128
686 42 70
424 259 167
471 380 184
483 966 106
196 899 194
479 754 78
394 983 47
469 774 128
559 594 97
175 969 15
688 730 191
216 354 19
373 664 53
921 635 186
509 990 40
670 31 45
434 894 20
745 555 19
478 126 7
633 107 101
34 483 94
804 814 127
503 957 195
994 456 153
301 576 176
841 419 128
598 958 46
583 969 69
702 519 163
770 650 6
738 665 49
598 315 85
804 960 1
878 356 53
630 135 135
554 147 16
883 947 77
647 10 8
999 112 65
687 131 96
925 463 144
612 963 142
262 648 6
683 336 52
845 110 39
398 66 108
154 676 23
883 275 46
65 296 30
939 133 42
593 950 14
609 77 33
553 614 24
184 117 39
679 552 78
489 948 142
899 145 127
10 845 95
729 364 132
720 174 92
319 865 191
959 772 183
983 290 84
703 467 80
872 215 55
969 343 28
266 640 107
385 270 94
235 314 192
944 106 139
655 909 177
550 431 102
571 370 68
341 64 111
490 324 155
757 599 169
273 191 160
699 965 127
540 814 100
309 134 64
270 863 17
651 21 41
6 79 180
214 608 126
197 55 97
517 241 26
418 53 70
617 88 76
687 596 82
656 441 52
937 876 98
533 201 131
469 655 55
233 358 38
154 978 146
238 79 191
297 698 189
438 484 144
778 837 112
899 665 30
664 822 79
325 884 66
18 155 74
148 650 44
436 893 94
6 657 67
454 423 132
365 519 52
395 631 189
541 984 156
230 595 157
129 460 171
301 324 188
722 586 91
395 573 87
790 862 139
161 507 156
177 596 43
762 892 138
38 660 5
622 317 98
99 385 38
776 413 34
517 302 5
378 58 5
585 693 174
968 821 28
916 337 97
440 534 95
615 708 88
118 480 41
135 909 96
610 164 58
555 454 180
942 162 143
814 253 195
942 91 190
24 446 188
871 44 29
375 182 126
700 390 177
234 780 53
553 261 72
264 953 24
691 851 89
734 465 125
377 68 68
860 820 58
788 251 128
26 350 63
528 493 182
852 612 5
953 387 178
442 985 146
342 79 160
270 259 6
20 3 185
556 473 82
222 178 66
914 27 182
474 883 172
885 223 198
185 402 180
27 713 35
841 14 87
385 294 63
406 103 29
41 889 77
73 953 115
285 100 88
981 390 8
724 646 182
556 741 17
836 175 32
109 462 33
224 805 16
252 73 193
173 763 133
935 244 181
298 428 167
737 421 106
423 214 135
111 248 71
413 612 66
310 786 117
453 144 66
838 4 160
667 710 85
638 486 166
647 293 154
779 187 190
539 987 165
483 300 73
200
8
12
15
16
24
25
31
34
47
56
63
69
72
77
79
88
91
97
99
100
109
117
119
120
133
143
147
157
160
165
172
184
186
189
190
201
205
208
213
222
226
229
239
247
250
254
255
259
263
264
265
267
272
274
296
307
310
323
325
327
330
331
342
354
361
368
369
373
374
375
382
385
387
393
398
400
402
411
414
415
418
419
421
426
427
436
439
444
450
464
467
468
499
500
502
503
508
514
516
524
526
529
539
541
543
549
553
560
582
587
588
592
593
598
601
605
607
609
610
612
618
622
628
644
645
646
660
662
663
664
676
683
699
700
703
706
714
718
721
722
733
737
738
757
759
760
767
768
769
771
774
779
783
791
798
812
813
820
823
824
829
831
833
835
840
842
868
870
874
875
877
888
891
892
893
894
899
905
908
910
913
918
921
923
930
931
936
940
943
945
961
965
967
972
980
982
984
995
996
999
