1001 1500
393 343 14
343 521 51
521 931 32
931 959 38
959 485 128
485 230 188
230 45 6
45 136 116
136 622 50
622 482 144
482 766 47
766 401 154
401 857 187
857 991 182
991 817 189
817 20 23
20 631 63
631 105 108
105 964 147
964 597 34
597 752 19
752 22 182
22 657 193
657 119 135
119 199 155
199 170 123
170 568 72
568 135 107
135 586 118
586 18 148
18 399 27
399 333 184
333 969 54
969 841 119
841 689 19
689 728 88
728 699 162
699 590 30
590 954 161
954 131 167
131 680 139
680 316 107
316 394 136
394 328 184
328 297 148
297 40 103
40 834 139
834 144 118
144 684 67
684 21 51
21 747 104
747 410 148
410 749 129
749 416 39
416 352 14
352 404 99
404 852 65
852 3 181
3 846 53
846 746 132
746 645 120
645 900 141
900 382 171
382 552 121
552 569 113
569 505 164
505 33 178
33 499 2
499 776 175
776 628 195
628 720 63
720 427 177
427 843 141
843 714 160
714 372 95
372 323 81
323 312 78
312 912 15
912 550 134
550 750 49
750 971 188
971 690 166
690 678 88
678 4 186
4 71 69
71 799 62
799 630 73
630 677 106
677 97 7
97 62 171
62 986 71
986 877 19
877 902 41
902 929 28
929 974 74
974 519 96
519 68 84
68 603 162
603 609 174
609 583 12
583 24 70
24 716 89
716 366 40
366 580 7
580 41 102
41 441 20
441 96 98
96 322 130
322 47 55
47 234 29
234 688 35
688 193 15
193 345 156
345 920 104
920 152 112
152 707 137
707 429 100
429 672 76
672 839 123
839 28 2
28 459 20
459 331 187
331 319 175
319 878 68
878 673 22
673 191 93
191 8 18
8 517 137
517 129 142
129 229 17
229 326 103
326 337 80
337 106 72
106 361 137
361 280 68
280 465 162
465 783 103
783 179 10
179 347 78
347 82 35
82 318 24
318 610 170
610 748 149
748 477 162
477 92 63
92 564 186
564 554 127
554 616 188
616 444 170
444 787 182
787 706 102
706 213 52
213 956 100
956 489 40
489 566 157
566 668 130
668 619 162
619 1 52
1 189 109
189 109 188
109 535 92
535 972 135
972 791 86
791 435 56
435 882 169
882 124 24
124 733 77
733 306 16
306 421 44
421 195 143
195 503 169
503 256 194
256 692 24
692 732 168
732 480 65
480 443 62
443 321 132
321 125 134
125 913 112
913 683 150
683 847 3
847 74 3
74 697 17
697 825 106
825 72 45
72 197 178
197 980 72
980 623 183
623 86 164
86 266 122
266 739 108
739 409 179
409 458 185
458 215 172
215 523 145
523 484 94
484 373 198
373 513 195
513 155 45
155 838 64
838 55 34
55 870 134
870 115 56
115 687 43
687 93 118
93 675 90
675 863 10
863 61 187
61 606 54
606 130 45
130 522 88
522 807 35
807 560 96
560 113 125
113 448 49
448 820 99
820 507 70
507 406 56
406 54 141
54 171 186
171 992 5
992 940 88
940 794 173
794 487 128
487 957 18
957 548 91
548 823 50
823 979 52
979 447 58
447 356 141
356 218 33
218 793 55
793 469 169
469 300 94
300 376 48
376 56 63
56 604 193
604 705 13
705 784 96
784 642 195
642 157 81
157 307 132
307 385 176
385 941 122
941 76 87
76 627 43
627 52 126
52 541 196
541 765 115
765 681 108
681 950 63
950 574 63
574 25 149
25 759 55
759 162 90
162 545 93
545 978 27
978 527 2
527 48 104
48 88 186
88 412 156
412 718 34
718 87 170
87 281 57
281 514 91
514 206 196
206 813 84
813 423 120
423 57 29
57 286 81
286 990 54
990 708 23
708 644 124
644 563 102
563 346 177
346 143 171
143 128 41
128 901 63
901 948 105
948 12 100
12 875 108
875 294 128
294 935 169
935 349 45
349 993 182
993 676 192
676 906 32
906 434 167
434 512 118
512 49 4
49 916 34
916 778 51
778 809 54
809 858 172
858 804 7
804 172 173
172 854 71
854 533 196
533 301 129
301 75 65
75 148 14
148 202 155
202 693 124
693 358 28
358 674 153
674 659 161
659 414 52
414 907 112
907 450 76
450 761 158
761 797 17
797 290 115
290 756 83
756 775 61
775 288 5
288 509 93
509 222 40
222 353 148
353 651 5
651 16 47
16 915 134
915 529 20
529 724 49
724 360 140
360 425 182
425 132 153
132 481 188
481 670 115
670 738 85
738 524 122
524 340 45
340 91 182
91 420 172
420 939 129
939 200 43
200 531 59
531 315 50
315 919 117
919 601 115
601 69 89
69 655 177
655 203 113
203 953 3
953 963 75
963 908 79
908 304 85
304 248 159
248 451 105
451 842 194
842 598 107
598 731 166
731 717 153
717 518 44
518 400 40
400 827 164
827 896 74
896 965 1
965 10 117
10 768 129
768 285 5
285 30 30
30 422 15
422 219 23
219 961 152
961 615 155
615 127 116
127 243 47
243 998 105
998 893 74
893 108 182
108 471 34
471 145 134
145 829 50
829 187 128
187 466 147
466 831 96
831 175 3
175 571 177
571 19 160
19 428 196
428 364 41
364 988 64
988 666 179
666 13 56
13 556 88
556 625 128
625 595 151
595 777 42
777 284 93
284 633 194
633 0 153
0 801 108
801 397 42
397 476 164
476 112 200
112 650 79
650 654 95
654 874 171
874 933 114
933 736 74
736 473 174
473 298 153
298 620 111
620 551 80
551 264 32
264 629 13
629 214 100
214 137 146
137 99 193
99 188 172
188 204 81
204 740 118
740 344 100
344 762 133
762 664 141
664 253 19
253 646 119
646 176 47
176 102 161
102 224 162
224 464 29
464 786 40
786 544 112
544 85 45
85 865 21
865 190 119
190 985 159
985 241 178
241 327 138
327 570 9
570 871 15
871 918 137
918 6 126
6 836 140
836 952 136
952 737 109
737 245 4
245 296 152
296 235 113
235 432 79
432 104 105
104 226 174
226 23 18
23 166 173
166 758 72
758 637 76
637 89 88
89 201 174
201 43 14
43 165 21
165 539 13
539 581 11
581 309 60
309 803 32
803 275 150
275 147 142
147 169 160
169 439 146
439 862 47
862 890 175
890 880 61
880 217 1
217 715 117
715 330 17
330 262 17
262 220 1
220 914 12
914 258 108
258 263 149
263 354 7
354 117 167
117 502 110
502 855 179
855 236 169
236 58 121
58 140 14
140 770 111
770 951 119
951 492 11
492 938 3
938 709 85
709 246 30
246 336 39
336 970 90
970 329 71
329 876 64
876 395 85
395 11 144
11 605 33
605 359 196
359 984 145
984 851 100
851 357 128
357 621 31
621 886 84
886 212 200
212 942 127
942 741 159
741 446 87
446 800 118
800 643 166
643 211 115
211 899 163
899 987 194
987 276 45
276 498 197
498 754 74
754 881 108
881 38 114
38 883 122
883 943 93
943 209 146
209 796 155
796 274 55
274 36 20
36 44 109
44 311 157
311 599 103
599 371 23
371 751 123
751 445 29
445 9 93
9 383 100
383 679 16
679 772 64
772 305 71
305 154 161
154 710 148
710 479 198
479 649 37
649 268 124
268 111 104
111 139 130
139 134 180
134 257 178
257 506 36
506 911 198
911 299 73
299 116 27
116 273 67
273 151 61
151 930 122
930 592 192
592 232 19
232 384 124
384 84 84
84 589 40
589 392 79
392 682 139
682 324 3
324 368 193
368 500 200
500 814 58
814 819 3
819 579 91
579 924 147
924 895 163
895 177 113
177 231 62
231 944 84
944 884 176
884 180 68
180 341 114
341 90 138
90 763 189
763 790 65
790 405 101
405 287 45
287 888 80
888 711 146
711 894 71
894 614 95
614 342 130
342 181 158
181 221 105
221 701 160
701 634 117
634 490 152
490 909 24
909 671 75
671 658 114
658 475 102
475 812 127
812 73 147
73 449 135
449 207 46
207 430 109
430 98 94
98 496 117
496 67 100
67 976 191
976 455 59
455 167 60
167 792 32
792 27 25
27 725 31
725 821 31
821 922 11
922 249 19
249 59 162
59 194 65
194 936 57
936 532 166
184 142 101
298 18 20
819 606 1
14 853 71
485 115 40
140 207 96
879 153 146
437 702 159
70 641 28
389 588 122
39 265 6
325 291 15
617 11 130
280 593 190
560 762 117
985 659 98
504 240 9
267 617 66
665 542 101
462 583 96
551 275 67
214 465 172
414 478 2
792 879 183
529 730 106
894 373 165
185 512 124
595 374 171
936 49 16
97 871 123
654 164 122
93 568 197
619 119 49
116 48 179
444 734 22
976 828 30
527 421 19
999 992 185
662 911 78
828 514 31
155 125 4
609 747 80
143 745 100
454 380 51
872 962 20
354 54 165
938 84 80
753 684 4
363 160 79
742 515 133
570 700 89
716 10 194
330 555 126
253 85 178
228 107 169
157 947 13
663 8 177
2 997 117
910 839 176
64 218 153
162 51 119
149 305 62
154 418 111
593 304 114
138 684 29
651 274 165
815 607 126
495 209 3
179 660 37
31 234 26
277 161 62
1000 173 52
57 492 165
130 873 186
539 213 122
879 205 33
18 198 197
96 667 195
57 587 169
534 434 79
736 246 79
887 657 102
942 238 90
203 820 65
582 414 170
349 168 12
319 54 3
287 35 177
296 915 106
992 687 25
134 193 1
265 930 90
78 734 154
56 304 189
73 80 123
26 311 153
836 221 13
170 576 36
910 404 78
128 512 68
199 352 72
429 549 34
5 454 40
388 387 65
762 5 148
250 800 134
562 883 145
915 243 60
679 928 54
296 182 108
6 968 155
152 136 161
283 730 192
938 887 123
960 131 65
822 149 154
983 528 130
175 614 110
400 617 17
416 830 74
648 657 6
8 493 169
712 396 119
188 29 76
607 947 15
401 872 109
3 177 98
861 479 83
948 147 146
920 650 154
231 750 148
618 898 95
629 301 94
815 175 20
211 557 168
97 496 10
184 16 124
567 396 111
258 476 84
680 752 142
870 245 99
321 818 33
43 84 98
320 988 12
99 982 74
342 481 159
117 872 78
556 572 89
611 456 151
421 846 124
505 285 142
270 502 166
266 619 131
39 956 72
954 134 60
799 373 48
602 840 122
290 523 78
849 998 66
628 743 152
552 776 200
22 760 16
410 564 6
906 307 12
261 694 149
382 235 146
378 593 131
22 528 5
170 387 143
127 475 65
419 901 128
843 386 70
265 807 167
774 756 184
828 417 106
512 357 194
506 705 78
979 888 47
381 695 128
199 731 97
629 248 15
897 197 191
561 601 19
442 287 53
542 278 186
649 749 40
584 109 45
153 826 20
85 429 19
271 140 7
405 837 101
661 730 94
639 243 127
272 156 195
629 221 153
93 750 176
31 259 128
476 342 46
789 200 69
713 213 163
127 572 6
386 503 49
17 151 85
499 248 1
741 990 53
366 9 135
6 256 16
585 920 77
935 859 8
844 998 65
865 733 96
33 129 144
929 988 142
987 508 6
334 484 52
901 420 39
95 152 108
477 938 23
589 268 46
125 64 30
460 284 42
679 330 14
303 425 33
413 725 24
224 678 39
992 674 78
229 80 142
975 710 127
611 854 95
709 42 132
0 547 92
826 496 191
687 698 183
837 194 84
221 634 80
657 967 55
519 93 28
564 703 107
741 331 94
362 372 192
881 644 139
775 181 177
416 484 102
821 613 68
759 700 111
210 631 155
370 774 169
267 378 160
372 111 127
215 818 100
613 268 64
470 677 17
871 313 41
280 95 180
195 186 126
642 641 97
603 331 26
832 819 70
344 987 76
914 441 82
111 240 52
891 874 98
823 340 131
290 704 55
415 857 38
984 258 146
79 15 191
891 576 189
634 227 144
536 134 112
326 666 30
185 899 79
510 811 66
866 743 74
825 877 44
234 970 94
597 170 67
238 192 132
440 333 52
188 502 189
75 676 156
547 9 157
258 836 171
760 112 188
47 359 91
513 964 87
576 193 139
271 580 156
101 587 43
338 83 138
958 779 5
495 277 98
467 237 38
93 496 34
520 410 5
886 75 5
712 435 174
438 246 28
397 364 97
516 884 95
324 960 88
95 113 41
781 657 96
846 708 58
439 810 180
382 710 143
613 186 195
685 42 190
424 258 188
483 966 29
195 899 126
478 754 177
393 983 53
468 774 72
559 594 24
174 969 89
688 730 125
215 353 68
372 664 58
921 635 128
508 990 63
670 30 182
433 894 5
745 555 178
477 125 146
633 106 160
33 482 6
804 814 185
502 957 82
994 455 66
300 576 182
841 418 172
598 958 198
582 969 180
701 519 35
770 649 87
737 665 63
597 314 29
804 960 77
878 356 115
629 134 88
554 146 8
883 947 182
647 9 17
999 111 32
687 130 33
925 463 16
612 963 193
261 648 133
682 335 181
845 109 167
398 65 106
153 675 135
883 274 71
64 295 66
939 132 117
592 950 66
609 77 160
553 614 85
183 116 166
679 551 154
489 948 190
899 144 165
9 845 73
728 364 197
720 173 154
319 865 75
959 772 55
983 290 45
703 466 186
872 214 92
969 343 102
265 639 164
385 270 76
234 314 154
943 105 84
655 909 87
549 430 104
571 369 34
341 63 126
490 323 200
757 599 117
273 190 184
699 965 16
539 814 69
309 133 30
269 863 36
651 20 190
5 78 85
213 608 7
196 54 140
516 240 69
417 52 179
616 87 128
687 595 7
655 440 54
937 876 12
533 201 149
468 654 190
232 358 184
153 978 178
238 78 198
296 698 143
438 484 38
778 837 35
899 665 66
664 821 152
325 884 112
17 154 18
147 649 172
436 893 184
5 657 4
453 422 75
365 519 3
395 630 116
541 984 187
229 594 32
128 459 131
300 323 196
722 586 124
395 572 110
790 862 133
160 506 194
176 596 119
762 892 36
37 660 168
622 316 199
98 384 196
775 413 141
516 301 25
377 57 190
585 693 172
968 820 55
916 336 114
439 534 90
615 708 148
117 480 193
134 909 74
610 163 51
554 453 32
942 161 85
814 252 191
942 90 14
23 445 16
871 43 199
374 181 79
699 390 95
234 780 103
552 260 108
264 953 155
690 851 62
734 464 153
376 67 134
860 820 190
788 250 135
25 349 159
528 493 153
851 611 64
953 386 163
441 985 111
342 78 141
270 258 165
19 2 55
556 472 163
221 178 114
914 26 17
473 883 175
885 222 105
184 401 16
26 713 172
841 13 54
385 293 95
405 102 11
40 889 20
72 953 115
285 99 16
981 390 131
724 646 6
555 740 45
836 174 73
109 461 70
224 805 68
251 72 165
172 763 10
935 243 120
297 427 29
737 420 52
422 213 126
110 247 38
412 612 84
310 786 162
452 143 37
838 3 102
667 709 161
638 485 139
646 292 187
778 186 126
539 987 151
483 299 133
142 468 130
514 645 44
